kshkod,town_name,district_name,county,Fragmentation,Fragmentation_scaled,SPB,SPB_norm,ADC,ADC_norm,SCA,SCA_norm
2276,Szekszard,Szekszárdi,Tolna,0.33056879,0.62586069,0.099233598,-1.392092,1757.2061,0.67433381,0.0057639806,0.78311473
2279,Jaszkiser,Jászapáti,Jasz-Nagykun-Szolnok,0.27010381,-0.42301702,0.14980111,-1.1866062,831.17352,-0.56503689,0.10541716,-0.85290641
2280,Csomor,Gödöllői,Pest,0.41785091,2.1399317,0.77929163,1.0691605,1136.132,-0.23219995,0.056481078,0.0049047032
2293,Cibakhaza,Kunszentmártoni,Jasz-Nagykun-Szolnok,0.2430058,-0.89308256,0.0,-1.7665223,621.64368,-0.81767964,0.063903183,-0.22263037
2306,Oroshaza,Orosházi,Bekes,0.3014285,0.12036799,0.82818091,1.2118105,3555.4861,2.9100151,0.014602122,0.6528421
2311,Polgar,Hajdúnánási,Hajdu-Bihar,0.29046121,-0.069879994,0.1803368,-1.0692518,969.92188,-0.37164178,0.03504983,0.30134028
2317,Kunmadaras,Karcagi,Jasz-Nagykun-Szolnok,0.1926201,-1.7671164,0.2048675,-0.9573136,1138.496,-0.10043932,0.028830132,0.39299098
2319,Alsonemedi,Gyáli,Pest,0.3409045,0.80515289,0.2156167,-0.92437023,830.95929,-0.55491388,0.053710509,-0.013128396
2327,Budaors,Budakeszi,Pest,0.4507854,2.7112417,0.65033323,0.63759512,1471.666,0.24218059,0.0029449132,0.82911164
2333,Jaszfenyszaru,Jászberényi,Jasz-Nagykun-Szolnok,0.28820339,-0.10904615,0.0,-1.7665223,874.04858,-0.49098426,0.082555525,-0.49330196
2335,Madaras,Bácsalmási,Baranya,0.1677423,-2.1986682,0.0,-1.7665223,883.32031,-0.45205751,0.15856233,-1.8071456
2340,Nagytarcsa,Gödöllői,Pest,0.350786,0.97656584,0.58971632,0.52735293,569.67548,-0.92884231,0.049104203,0.066381842
2346,Budakalasz,Szentendrei,Pest,0.34666431,0.90506744,0.65009689,0.57256293,992.78589,-0.4363201,0.0026618994,0.83465445
2352,Tiszalok,Tiszavasvári,Szabolcs-Szatmar-Bereg,0.34146291,0.81483948,0.64906412,0.72999674,2908.2781,2.3288922,0.049917966,0.062163975
2360,Ercsi,Martonvásári,Fejer,0.29172209,-0.048007738,0.67694569,0.81831223,835.43341,-0.57508665,0.073126599,-0.30719313
2364,God,Dunakeszi,Pest,0.44470099,2.6056962,0.79841322,1.2155777,1521.05,0.32963005,0.010960483,0.70185709
2365,Herend,Veszprémi,Veszprem,0.30684701,0.21436213,0.030710399,-1.6397924,498.71121,-0.98619866,0.021779522,0.49462494
2369,Sarbogard,Sárbogárdi,Fejer,0.321273,0.46460783,0.7570532,1.0166763,3511.2571,2.9544222,0.034446895,0.33894646
2372,Kotaj,Nyíregyházi,Szabolcs-Szatmar-Bereg,0.3141222,0.34056392,0.86371678,1.2176539,1115.605,-0.33377543,0.34657359,-4.1954021
2382,Retsag,Rétsági,Nograd,0.23507211,-1.0307072,0.51347452,0.38271227,408.20331,-1.113084,0.032467749,0.29973352
2387,Szarvas,Szarvasi,Bekes,0.3326968,0.66277486,0.4884474,0.073607348,1028.265,-0.32675663,0.022566564,0.51520735
2394,Sarretudvari,Püspökladányi,Hajdu-Bihar,0.1792216,-1.9995383,0.0980471,-1.3712668,724.18341,-0.67336488,0.053382888,-0.03607934
2395,Mohacs,Mohácsi,Bacs-Kiskun,0.3314634,0.6413793,0.64623338,0.68511403,1017.589,-0.33159643,0.0086794617,0.73577714
2401,Diosd,Érdi,Pest,0.3534742,1.0231977,0.37173459,-0.46084511,800.23163,-0.71282727,0.0043596267,0.81036884
2414,Verpelet,Egri,Heves,0.224765,-1.2095032,0.39086321,-0.22030252,691.46082,-0.74019909,0.2601184,-3.4822087
2423,Erdotelek,Hevesi,Heves,0.198976,-1.6568615,0.1256429,-1.2599612,831.78741,-0.51568633,0.083314992,-0.54721212
2430,Pannonhalma,Pannonhalmi,Gyor-Moson-Sopron,0.26321879,-0.54245055,0.53335238,0.32875878,796.95367,-0.59657127,0.019292297,0.55427188
2439,Kiskunmajsa,Kiskunmajsai,Baranya,0.31634149,0.37906164,0.30989629,-0.57778549,1994.123,1.0443907,0.015281539,0.62698531
2451,Ecser,Vecsési,Pest,0.26465619,-0.51751626,0.62383831,0.49180341,438.5419,-1.1570494,0.032085653,0.3833566
2454,Tiszaalpar,Tiszakécskei,Baranya,0.25223759,-0.73293996,0.11295,-1.3189389,977.54547,-0.32679182,0.10309911,-0.85482252
2456,Tamasi,Tamási,Tolna,0.2719495,-0.39100012,0.7484827,1.1693786,1747.092,0.75517118,0.017191567,0.58965874
2478,Nagykallo,Nagykállói,Szabolcs-Szatmar-Bereg,0.3181712,0.41080141,0.1218721,-1.3016202,1264.849,0.018689122,0.053164262,0.016417917
2481,Devavanya,Gyomaendrődi,Bekes,0.34707439,0.91218102,0.038167,-1.6320295,1077.337,-0.35489145,0.0034225872,0.82414067
2482,Biharnagybajom,Püspökladányi,Hajdu-Bihar,0.1747819,-2.0765531,0.1254788,-1.2584697,745.94739,-0.6367256,0.017601194,0.57343066
2491,Szob,Szobi,Pest,0.2408102,-0.93116927,0.66822749,1.0055506,698.85968,-0.68071544,0.0030413989,0.82178438
2493,Vac,Váci,Pest,0.34735349,0.91702253,0.79682952,1.1936712,1860.9139,0.77707511,0.0017322138,0.8479619
2498,Decs,Szekszárdi,Tolna,0.221396,-1.2679448,0.4809579,0.16041133,611.33911,-0.84408635,0.073021159,-0.36364284
2501,Velence,Gárdonyi,Fejer,0.32669011,0.55857766,0.69459862,0.71270204,951.30621,-0.50045979,0.0040408042,0.81413722
2503,Zsambek,Budakeszi,Pest,0.31490019,0.35405961,0.51783878,0.2595858,632.0235,-0.83552629,0.011897721,0.67808604
2506,Szabadszallas,Kunszentmiklósi,Baranya,0.2232143,-1.236403,0.058479302,-1.5358884,758.07111,-0.64782107,0.027014948,0.42404509
2513,Esztergom,Esztergomi,Komarom-Esztergom,0.31689161,0.38860449,0.81942958,1.20155,3480.1609,2.8443542,0.0067720101,0.77134144
2527,Tolna,Tolnai,Tolna,0.28124559,-0.22974214,0.4805063,0.042299524,1663.782,0.54098815,0.041188821,0.21863131
2536,Dunabogdany,Szentendrei,Pest,0.33417979,0.68850017,0.2256487,-0.85206962,494.2308,-1.0062065,0.037200425,0.2368187
2558,Gyor,Győri,Gyor-Moson-Sopron,0.37258789,1.3547602,0.9225679,1.3811469,4866.083,4.2958741,0.0017286197,0.85023719
2559,Sumeg,Sümegi,Veszprem,0.3233932,0.50138658,0.59393531,0.51795274,687.41772,-0.77336258,0.010853243,0.69843781
2562,Gyal,Gyáli,Pest,0.32596099,0.54592985,0.54198992,0.194767,1185.157,-0.17607057,0.005591738,0.7895261
2563,Ibrany,Ibrányi,Szabolcs-Szatmar-Bereg,0.37657109,1.4238563,0.25159481,-0.81034148,1983.452,1.0039972,0.16094379,-1.714936
2578,Salgotarjan,Salgótarjáni,Nograd,0.28514859,-0.16203731,0.88240731,1.3990121,3445.0129,2.7546606,0.0079438426,0.75453609
2591,Kisujszallas,Karcagi,Jasz-Nagykun-Szolnok,0.25618091,-0.66453564,0.1077996,-1.3554993,1065.3781,-0.25835952,0.012237633,0.67762494
2613,Nagyvenyim,Dunaújvárosi,Fejer,0.35142159,0.98759139,0.32128131,-0.49962077,2135.978,1.3252882,0.060121972,-0.1287161
2645,Kadarkut,Kaposvári,Somogy,0.1936636,-1.749015,0.1171908,-1.3026831,808.69067,-0.57117039,0.042393137,0.16468354
2649,Zirc,Zirci,Veszprem,0.3262054,0.55016959,0.4790754,0.12844034,688.02039,-0.74525487,0.022645397,0.49590683
2657,Szigetvar,Szigetvári,Bacs-Kiskun,0.32599071,0.54644525,0.77775067,1.1947277,1158.8669,-0.13117331,0.018295202,0.58023787
2658,Rajka,Mosonmagyaróvári,Gyor-Moson-Sopron,0.31526831,0.36044529,0.17069221,-1.0651548,559.39148,-0.89884567,0.060190082,-0.17208274
2661,Ujfeherto,Nyíregyházi,Szabolcs-Szatmar-Bereg,0.3784706,1.4568068,0.45173731,-0.12342464,1776.549,0.6131357,0.050600585,0.095839754
2666,Kiszombor,Makói,Csongrad,0.2451499,-0.8558892,0.29610309,-0.59581584,866.99188,-0.48871192,0.13419285,-1.3714951
2667,Lengyeltoti,Fonyódi,Somogy,0.2664257,-0.48682076,0.0,-1.7665223,742.82593,-0.63993067,0.098868705,-0.82209116
2668,Kecskemet,Kecskeméti,Baranya,0.3117227,0.29894003,0.94119728,1.5190973,4696.6279,4.220717,0.0028063748,0.8337267
2670,Csorvas,Békéscsabai,Bekes,0.2476159,-0.81311166,0.45384401,0.007082867,816.41632,-0.57489645,0.053928342,-0.017228825
2679,Halaszi,Mosonmagyaróvári,Gyor-Moson-Sopron,0.38504449,1.5708431,0.68403292,0.89826238,1851.567,0.88599473,0.068964556,-0.26247573
2681,Vecses,Vecsési,Pest,0.34230521,0.82945079,0.77053553,1.0151316,1022.038,-0.39365309,0.010733721,0.71112555
2695,Balkany,Nagykállói,Szabolcs-Szatmar-Bereg,0.2663677,-0.48782679,0.73276711,1.0017068,2984.7419,2.3613837,0.032508299,0.35516533
2709,Celldomolk,Celldömölki,Vas,0.32729799,0.56912243,0.6683315,0.79988682,1614.105,0.51739919,0.0066303443,0.76739627
2715,Nagyhalasz,Ibrányi,Szabolcs-Szatmar-Bereg,0.31377399,0.33452356,0.22028001,-0.89400071,832.99957,-0.53532594,0.047489237,0.078670703
2731,Torokszentmiklos,Törökszentmiklósi,Jasz-Nagykun-Szolnok,0.3335627,0.67779565,0.74449372,0.9746803,2425.646,1.5099224,0.0079353945,0.75148606
2739,Malyi,Miskolci,Borsod-Abauj-Zemplen,0.30617639,0.20272911,0.87217349,1.5704069,601.74213,-0.89748621,0.064671762,-0.17256974
2747,Sarospatak,Sárospataki,Borsod-Abauj-Zemplen,0.38121799,1.5044653,0.57138509,0.37957868,1315.998,0.061490461,0.0035841321,0.81820643
2757,Kelebia,Kiskunhalasi,Baranya,0.2398915,-0.94710588,0.60477942,0.60665572,1472.8199,0.36530447,0.20843275,-2.5882568
2785,Szolnok,Szolnoki,Jasz-Nagykun-Szolnok,0.33973309,0.7848326,0.91228998,1.439544,3194.6079,2.3436415,0.0026072031,0.83641249
2787,Abony,Ceglédi,Pest,0.29245651,-0.035267878,0.4994441,0.09407489,1272.972,-0.011357984,0.010418954,0.71084994
2800,Ocsod,Kunszentmártoni,Jasz-Nagykun-Szolnok,0.2271115,-1.1687987,0.44104251,-0.0011958505,760.29572,-0.62840861,0.045117777,0.11048876
2810,Nadudvar,Hajdúszoboszlói,Hajdu-Bihar,0.2814568,-0.22607833,0.0,-1.7665223,1031.257,-0.3108778,0.044028357,0.16696027
2813,Kunszentmiklos,Kunszentmiklósi,Baranya,0.26474079,-0.51604855,0.61520737,0.55854082,1143.033,-0.16474836,0.023214316,0.50369292
2822,Turkeve,Mezőtúri,Jasz-Nagykun-Szolnok,0.2355409,-1.0225751,0.058813699,-1.5382649,970.58722,-0.36558434,0.075390235,-0.3637943
2833,Kapuvar,Kapuvári,Gyor-Moson-Sopron,0.42809281,2.3175964,0.7911061,1.238709,1710.725,0.6265139,0.023321329,0.50005895
2834,Vaskut,Bajai,Baranya,0.30522051,0.1861476,0.0,-1.7665223,640.42651,-0.7861656,0.36620408,-5.4416938
2835,Tiszaujvaros,Tiszaújvárosi,Borsod-Abauj-Zemplen,0.30532691,0.1879932,0.45869759,0.06753014,1646.8879,0.65783685,0.0086878818,0.72811252
2848,Tompa,Kiskunhalasi,Baranya,0.2448075,-0.86182874,0.70333308,0.8424421,1914.495,0.84551597,0.047096271,0.1354268
2856,Sarkad,Sarkadi,Bekes,0.25994441,-0.59925079,0.37122121,-0.38091516,1221.066,-0.078377537,0.099587701,-0.69886154
2865,Szentmartonkata,Nagykátai,Pest,0.231911,-1.0855424,0.83070022,1.285905,1029.662,-0.35953978,0.14931329,-1.448121
2870,Szabadbattyan,Székesfehérvári,Fejer,0.32195339,0.47641042,0.75531977,1.0846043,907.73511,-0.48921433,0.17819442,-1.9731274
2874,Sellye,Sellyei,Bacs-Kiskun,0.29309589,-0.024176659,0.21560851,-0.88434786,588.6308,-0.85893381,0.0029226711,0.82457352
2886,Szodliget,Váci,Pest,0.38598531,1.5871636,0.64605922,0.74805421,626.9057,-0.84745359,0.029831117,0.38354161
2895,Szigetszentmiklos,Szigetszentmiklósi,Pest,0.32504019,0.52995682,0.74139398,0.7958402,2353.293,1.220172,0.011897712,0.70108461
2911,Solt,Kalocsai,Baranya,0.30904001,0.25240386,0.69513261,0.84152395,1717.47,0.60656458,0.045567412,0.15125293
2921,Baj,Tatai,Komarom-Esztergom,0.36143571,1.161305,0.77917182,1.0514687,573.34747,-0.98053002,0.071559489,-0.22072497
2922,Janossomorja,Mosonmagyaróvári,Gyor-Moson-Sopron,0.2718899,-0.39203408,0.51155722,0.2370296,1125.093,-0.13328773,0.017175127,0.59036058
2943,Tapolca,Tapolcai,Veszprem,0.3089695,0.25118071,0.3836987,-0.26843509,1773.7061,0.78139973,0.0069818762,0.75977874
2953,Veszto,Szeghalmi,Bekes,0.2285977,-1.1430179,0.4448472,-0.073572539,1332.8719,0.10857733,0.079610653,-0.4077577
2960,Pilisborosjeno,Pilisvörösvári,Pest,0.47163409,3.072901,0.37917441,-0.32866281,802.26141,-0.62874901,0.035882868,0.29900762
2964,Domsod,Ráckevei,Pest,0.3028661,0.14530592,0.6003902,0.54278046,799.0473,-0.61743051,0.044435743,0.15145668
2972,Tiszafured,Tiszafüredi,Jasz-Nagykun-Szolnok,0.2923457,-0.037189998,0.70878458,0.90265471,3447.125,2.9808323,0.004823254,0.79829627
2973,Gyomro,Monori,Pest,0.27988711,-0.25330749,0.57827812,0.33597416,1213.09,-0.1318251,0.0467165,0.15596038
2982,Tokol,Szigetszentmiklósi,Pest,0.33009419,0.6176278,0.67997158,0.70878994,791.60992,-0.68704772,0.031587716,0.38827872
3011,Berzence,Csurgói,Somogy,0.2068052,-1.5210494,0.67527193,0.87824988,772.71869,-0.63448948,0.047173813,0.092823304
3031,Zalalovo,Zalaegerszegi,Zala,0.27184179,-0.39286849,0.73402572,1.1198127,1674.073,0.65706909,0.079004601,-0.44031531
3032,Mezokovacshaza,Mezőkovácsházai,Bekes,0.3207863,0.45616511,0.62413561,0.57944059,1140.66,-0.17652924,0.074705191,-0.31385118
3040,Lorinci,Hatvani,Heves,0.28821021,-0.10892776,0.77911878,1.2221136,1436.886,0.26811108,0.14924861,-1.5491176
3045,Miskolc,Miskolci,Borsod-Abauj-Zemplen,0.30283129,0.14470209,0.91830528,1.391588,3881.196,3.113869,0.0026230642,0.83701217
3055,Kornye,Tatabányai,Komarom-Esztergom,0.30651349,0.20857663,0.70590961,0.98764294,776.987,-0.63265646,0.18310204,-2.1499324
3062,Tiszakecske,Tiszakécskei,Baranya,0.3293995,0.60557705,0.58553171,0.42719358,2693.6379,1.9314383,0.0085645299,0.73933512
3064,Csenger,Csengeri,Szabolcs-Szatmar-Bereg,0.2747311,-0.34274811,0.4878926,0.1100769,1108.91,-0.18459235,0.032886557,0.3395662
3069,Kartal,Aszódi,Pest,0.32402599,0.51236355,0.0,-1.7665223,1089.266,-0.16569543,0.092261292,-0.67327392
3072,Taksony,Szigetszentmiklósi,Pest,0.31801969,0.40817311,0.44532731,0.021180663,695.79303,-0.71920609,0.02314388,0.48178497
3073,Szerencs,Szerencsi,Borsod-Abauj-Zemplen,0.30190521,0.12863755,0.37295771,-0.3630915,1298.816,0.041361377,0.013517411,0.65981632
3076,Oroszlany,Oroszlányi,Komarom-Esztergom,0.34215131,0.82678109,0.4723897,0.023273965,895.09381,-0.50196511,0.027449744,0.43480575
3083,Hosszuheteny,Pécsi,Bacs-Kiskun,0.30829671,0.23950994,0.24936131,-0.76720184,1005.536,-0.27013141,0.033003543,0.31513429
3092,Csabrendek,Sümegi,Veszprem,0.29769379,0.055582523,0.2396235,-0.80859137,2148.085,1.3850431,0.1319382,-1.3582954
3093,Nagykanizsa,Nagykanizsai,Zala,0.30259299,0.14056835,0.82847691,1.245644,2942.4431,2.1516228,0.0021960719,0.84140104
3097,Levelek,Baktalórántházai,Szabolcs-Szatmar-Bereg,0.28209689,-0.2149747,0.3914583,-0.20975478,971.06549,-0.33111945,0.070723794,-0.31579915
3098,Erd,Érdi,Pest,0.3596901,1.131024,0.61159521,0.34945679,2470.8921,1.3710349,0.0045993063,0.80782878
3102,Kistelek,Kisteleki,Csongrad,0.2932319,-0.021817176,0.50843883,0.23432088,798.37189,-0.59258872,0.10383268,-0.85508406
3109,Hajdusamson,Debreceni,Hajdu-Bihar,0.35226241,1.0021769,0.76026648,1.0487337,1897.042,0.81756479,0.024914449,0.48453724
3126,Vertesszolos,Tatabányai,Komarom-Esztergom,0.32557991,0.53931928,0.48268479,0.11857807,525.44647,-0.98833549,0.034432951,0.30576
3132,Szabadkigyos,Békéscsabai,Bekes,0.2095771,-1.4729656,0.0,-1.7665223,666.48108,-0.7465744,0.041227773,0.16329078
3136,Koka,Nagykátai,Pest,0.27299979,-0.37278083,0.36009991,-0.39609432,902.57538,-0.48613921,0.10500292,-0.81696802
3148,Nagyrede,Gyöngyösi,Heves,0.19676021,-1.6952984,0.0,-1.7665223,799.68103,-0.57152021,0.15530667,-1.7563339
3150,Dunafoldvar,Paksi,Tolna,0.31344739,0.32885802,0.67390758,0.78355026,1457.2889,0.26906177,0.030590607,0.38503569
3158,Szentgotthard,Szentgotthárdi,Vas,0.33105189,0.63424087,0.68295318,0.89217108,2329.3911,1.5596834,0.019280408,0.55737418
3165,Albertirsa,Ceglédi,Pest,0.27516729,-0.33518162,0.52299207,0.22020507,1172.676,-0.1157765,0.01939996,0.56313914
3173,Nagymaros,Szobi,Pest,0.31247151,0.31192961,0.64069611,0.71622401,715.44269,-0.72674799,0.0091348477,0.72531474
3179,Tapioszecso,Nagykátai,Pest,0.30818769,0.23761885,0.66976058,0.81845725,1168.873,-0.095219515,0.078798242,-0.4126403
3181,Danszentmiklos,Ceglédi,Pest,0.2011143,-1.6197687,0.0,-1.7665223,703.35999,-0.67761153,0.1137588,-1.116232
3194,Papa,Pápai,Veszprem,0.3014327,0.12044088,0.73164392,0.8785941,2374.7241,1.3843389,0.0098904883,0.72379494
3196,Tahitotfalu,Szentendrei,Pest,0.27273861,-0.37731162,0.43593791,-0.13326505,1024.9449,-0.33902913,0.02637597,0.4567554
3202,Bugyi,Dabasi,Pest,0.30836329,0.24066487,0.22592279,-0.88637829,991.77032,-0.33041519,0.078794211,-0.42465821
3204,Taplanszentkereszt,Szombathelyi,Vas,0.28118739,-0.2307518,0.51909667,0.26812032,633.6366,-0.83163249,0.11768592,-1.0781217
3205,Zalaegerszeg,Zalaegerszegi,Zala,0.3359929,0.71995199,0.83369088,1.2232901,2887.502,2.0271156,0.005464253,0.79223043
3210,Inarcs,Dabasi,Pest,0.33172321,0.6458863,0.49288589,0.1380648,671.46448,-0.79130232,0.063027911,-0.15612206
3216,Sasd,Hegyháti,Bacs-Kiskun,0.2267327,-1.1753697,0.78437543,1.4653032,635.82428,-0.78218132,0.037245788,0.22536203
3217,Kal,Füzesabonyi,Heves,0.2294552,-1.1281428,0.50920433,0.23880827,714.69989,-0.71141833,0.053928342,-0.024126012
3223,Kakucs,Dabasi,Pest,0.2291785,-1.1329428,0.0,-1.7665223,478.879,-1.0231063,0.12279186,-1.2490338
3227,Devecser,Devecseri,Veszprem,0.31565359,0.36712876,0.3320787,-0.43376294,653.61652,-0.78092587,0.1597272,-1.8393615
3229,Nyirabrany,Nyíradonyi,Hajdu-Bihar,0.34089381,0.80496728,0.66429389,0.76754135,1421.769,0.23608164,0.14973015,-1.5434686
3243,Kiskunhalas,Kiskunhalasi,Baranya,0.2987633,0.074135266,0.48773459,0.062084835,1331.036,0.078726627,0.0046741138,0.80100441
3250,Kunszentmarton,Kunszentmártoni,Jasz-Nagykun-Szolnok,0.32876271,0.59453082,0.67209262,0.83211726,2498.396,1.7746259,0.072255112,-0.3078227
3252,Zalaszentgrot,Zalaszentgróti,Zala,0.36315769,1.1911758,0.68393773,0.87317485,2742.1321,2.1099737,0.058971766,-0.08860299
3255,Godollo,Gödöllői,Pest,0.35905021,1.1199241,0.77530158,0.96298611,1645.068,0.36972952,0.003809853,0.81841385
3261,Fot,Dunakeszi,Pest,0.32563871,0.54033923,0.78875941,1.0700414,1141.51,-0.24273708,0.019163258,0.58338237
3279,Barcs,Barcsi,Somogy,0.30107111,0.1141684,0.72239929,0.98397976,2314.5061,1.4667864,0.0075047491,0.75421268
3282,Bugac,Kiskunfélegyházi,Baranya,0.26744449,-0.46914789,0.36303559,-0.31285211,1746.26,0.8058235,0.068744421,-0.29043251
3295,Elek,Gyulai,Bekes,0.23315521,-1.0639595,0.40807021,-0.11827129,670.56238,-0.74995542,0.021185741,0.51284873
3304,Encs,Encsi,Borsod-Abauj-Zemplen,0.34607989,0.89492953,0.86607373,1.5821434,1336.976,0.14377181,0.019747155,0.55189133
3312,Berhida,Várpalotai,Veszprem,0.3035759,0.15761875,0.192991,-0.99970609,1005.693,-0.28239188,0.18243347,-2.1943102
3314,Nyirpazony,Nyíregyházi,Szabolcs-Szatmar-Bereg,0.37623361,1.418002,0.85367233,1.2191302,521.87927,-1.0707283,0.1276733,-1.0156513
3315,Boly,Bólyi,Bacs-Kiskun,0.37794921,1.4477623,0.0,-1.7665223,602.15503,-0.84531331,0.032339606,0.31894815
3319,Doboz,Békéscsabai,Bekes,0.23697519,-0.99769461,0.0,-1.7665223,823.42828,-0.55259705,0.015639944,0.61365753
3336,Szeged,Szegedi,Csongrad,0.35649231,1.0755525,0.92150962,1.3753924,3894.228,3.088377,0.00040752272,0.8693282
3345,Gyomaendrod,Gyomaendrődi,Bekes,0.34191841,0.82274091,0.81543308,1.2693223,1926.3361,0.87095046,0.0045072255,0.80415404
3366,Lebeny,Mosonmagyaróvári,Gyor-Moson-Sopron,0.35608149,1.0684259,0.3247689,-0.47334588,527.08771,-0.97138536,0.019626917,0.54427338
3372,Veroce,Szobi,Pest,0.29699621,0.043481648,0.78861898,1.33205,635.29028,-0.82708013,0.024767205,0.46313021
3385,Balatonboglar,Fonyódi,Somogy,0.31435561,0.34461287,0.74564707,1.0112637,1794.254,0.69389856,0.0081215333,0.74709243
3386,Balatonlelle,Fonyódi,Somogy,0.2991316,0.080524065,0.73382092,0.97251153,924.83221,-0.479938,0.014310303,0.64902472
3410,Bocskaikert,Hajdúhadházi,Hajdu-Bihar,0.31390661,0.33682412,0.64739412,0.84239584,662.81738,-0.76354539,0.0,0.87521201
3415,Kistarcsa,Gödöllői,Pest,0.29677671,0.039674111,0.61694062,0.5424571,756.56787,-0.70526385,0.01543929,0.63052213
3416,Kerepes,Gödöllői,Pest,0.35772201,1.0968839,0.63639933,0.61446548,924.11151,-0.47796899,0.043338656,0.18859445
3420,Kulcs,Dunaújvárosi,Fejer,0.23669,-1.0026418,0.0,-1.7665223,419.09509,-1.1500682,0.03067353,0.37722728
3424,Algyo,Szegedi,Csongrad,0.32912931,0.60089016,0.0,-1.7665223,847.55188,-0.49810404,0.0,0.87521201
3425,Petfurdo,Várpalotai,Veszprem,0.32466751,0.52349204,0.1389737,-1.1875834,355.56931,-1.1956569,0.1137588,-1.1315558
